periode_data,tanggal,terminal,jumlah_bus_datang,jumlah_penumpang_datang,jumlah_bus_berangkat,jumlah_penumpang_berangkat
202401,7,MUARA ANGKE,75,1216,75,1245
202401,8,MUARA ANGKE,75,1207,75,1226
202401,9,MUARA ANGKE,75,1225,75,1244
202401,10,MUARA ANGKE,75,1217,75,1231
202401,11,MUARA ANGKE,75,1230,76,1239
202401,12,MUARA ANGKE,75,1223,75,1236
202401,13,MUARA ANGKE,75,1227,75,1241
202401,14,MUARA ANGKE,75,1201,75,1206
202401,15,MUARA ANGKE,75,1184,75,1193
202401,16,MUARA ANGKE,75,1215,75,1234
202401,17,MUARA ANGKE,75,1224,75,1246
202401,18,MUARA ANGKE,75,1242,75,1254
202401,19,MUARA ANGKE,75,1229,75,1237
202401,20,MUARA ANGKE,75,1226,75,1235
202401,21,MUARA ANGKE,75,1228,75,1232
202401,22,MUARA ANGKE,75,1233,75,1247
202401,23,MUARA ANGKE,75,1246,75,1251
202401,24,MUARA ANGKE,75,1236,75,1251
202401,25,MUARA ANGKE,75,1232,75,1243
202401,26,MUARA ANGKE,75,1247,75,1250
202401,27,MUARA ANGKE,75,1247,75,1253
202401,28,MUARA ANGKE,75,1213,75,1221
202401,29,MUARA ANGKE,75,1191,75,1196
202401,30,MUARA ANGKE,75,1209,75,1221
202401,31,MUARA ANGKE,75,1225,75,1236
202401,1,LEBAK BULUS,114,163,114,222
202401,2,LEBAK BULUS,101,130,101,214
202401,3,LEBAK BULUS,110,172,110,217
202402,7,KAMPUNG MELAYU,410,7055,402,6786
202402,8,KAMPUNG MELAYU,407,7563,407,6375
202402,9,KAMPUNG MELAYU,506,8163,506,5814
202402,10,KAMPUNG MELAYU,449,4438,449,7217
202402,11,KAMPUNG MELAYU,336,2252,336,2271
202402,12,KAMPUNG MELAYU,302,2501,296,2941
202402,13,KAMPUNG MELAYU,441,4902,441,5665
202402,14,KAMPUNG MELAYU,461,5905,461,4704
202402,15,KAMPUNG MELAYU,544,3840,544,6963
202402,16,KAMPUNG MELAYU,440,6126,440,6230
202402,17,KAMPUNG MELAYU,501,5616,501,6748
202402,18,KAMPUNG MELAYU,294,2597,294,2072
202402,19,KAMPUNG MELAYU,262,2163,262,2697
202402,20,KAMPUNG MELAYU,429,5222,429,6434
202402,21,KAMPUNG MELAYU,436,5399,436,8385
202402,22,KAMPUNG MELAYU,454,6999,454,7602
202402,23,KAMPUNG MELAYU,429,6129,429,6236
202402,24,KAMPUNG MELAYU,550,6523,550,7014
202402,25,KAMPUNG MELAYU,325,2779,325,3750
202402,26,KAMPUNG MELAYU,273,3182,273,3400
202402,27,KAMPUNG MELAYU,435,7297,438,6672
202402,28,KAMPUNG MELAYU,419,5624,419,5517
202402,29,KAMPUNG MELAYU,351,4873,353,4921
202402,1,SENEN,256,480,256,524
202402,2,SENEN,256,477,256,528
202402,3,SENEN,257,476,257,513
202402,4,SENEN,202,433,202,464
202402,5,SENEN,201,431,201,467
202402,6,SENEN,258,465,258,519
202402,7,SENEN,260,472,260,530
202402,8,SENEN,256,466,256,525
202402,9,SENEN,253,471,253,534
202402,10,SENEN,254,477,254,528
202402,20,KALIDERES,82,264,72,236
202402,21,KALIDERES,79,242,69,214
202402,22,KALIDERES,84,226,74,243
202402,23,KALIDERES,89,251,79,276
202402,24,KALIDERES,96,235,85,309
202402,25,KALIDERES,91,262,81,287
202402,26,KALIDERES,86,308,76,255
202402,27,KALIDERES,83,274,73,228
202402,28,KALIDERES,78,249,68,202
202402,29,KALIDERES,81,223,71,241
202402,1,TANJUNG PRIOK,70,237,60,234
202402,2,TANJUNG PRIOK,73,248,65,273
202402,3,TANJUNG PRIOK,78,239,68,256
202402,4,TANJUNG PRIOK,72,264,62,235
202402,5,TANJUNG PRIOK,69,248,59,230
202402,6,TANJUNG PRIOK,65,232,55,227
202402,7,TANJUNG PRIOK,82,246,72,876
202402,8,TANJUNG PRIOK,75,236,64,371
202402,9,TANJUNG PRIOK,77,246,65,385
202402,10,TANJUNG PRIOK,80,231,70,362
202402,11,TANJUNG PRIOK,87,531,72,241
202402,12,TANJUNG PRIOK,76,428,66,232
202402,13,TANJUNG PRIOK,72,346,62,231
202402,14,TANJUNG PRIOK,60,229,50,225
202402,15,TANJUNG PRIOK,65,235,55,230
202402,16,TANJUNG PRIOK,97,256,76,415
202402,17,TANJUNG PRIOK,120,290,81,300
202402,18,TANJUNG PRIOK,99,252,65,244
202402,19,TANJUNG PRIOK,72,246,59,228
202402,20,TANJUNG PRIOK,76,256,61,259
202402,21,TANJUNG PRIOK,73,229,61,230
202402,22,TANJUNG PRIOK,75,239,66,248
202402,23,TANJUNG PRIOK,82,274,67,335
202402,24,TANJUNG PRIOK,87,236,72,351
202402,25,TANJUNG PRIOK,81,362,65,234
202402,26,TANJUNG PRIOK,70,248,60,232
202402,27,TANJUNG PRIOK,65,231,55,229
202402,28,TANJUNG PRIOK,68,241,57,220
202402,29,TANJUNG PRIOK,70,249,59,241
202402,1,GROGOL,87,29,87,177
202402,2,GROGOL,94,18,94,192
202402,3,GROGOL,97,21,97,196
202402,4,GROGOL,91,27,91,179
202402,5,GROGOL,94,33,94,183
202402,6,GROGOL,98,26,98,192
202402,7,GROGOL,113,21,113,301
202402,8,GROGOL,101,17,101,241
202402,9,GROGOL,105,22,105,215
202402,10,GROGOL,92,18,92,194
202402,11,GROGOL,95,23,95,186
202402,12,GROGOL,99,17,99,197
202402,13,GROGOL,103,11,103,208
202402,14,GROGOL,63,7,63,128
202402,15,GROGOL,84,13,84,137
202402,16,GROGOL,98,18,98,197
202402,17,GROGOL,94,15,94,188
202402,18,GROGOL,78,21,78,167
202402,19,GROGOL,88,27,88,186
202402,20,GROGOL,82,21,82,167
202402,21,GROGOL,91,24,91,186
202402,22,GROGOL,97,19,97,193
202402,23,GROGOL,104,15,104,214
202402,24,GROGOL,98,11,98,197
202402,25,GROGOL,91,16,91,182
202402,26,GROGOL,95,25,95,176
202402,27,GROGOL,98,21,98,182
202402,28,GROGOL,92,18,92,176
202402,29,GROGOL,97,13,97,187
202402,1,MUARA ANGKE,5,41,5,45
202402,2,MUARA ANGKE,5,46,5,49
202402,3,MUARA ANGKE,5,43,5,50
202402,4,MUARA ANGKE,5,25,5,30
202402,5,MUARA ANGKE,5,27,5,31
202402,6,MUARA ANGKE,5,30,5,32
202402,7,MUARA ANGKE,5,32,5,36
202402,8,MUARA ANGKE,5,37,5,43
202402,9,MUARA ANGKE,5,35,5,45
202402,10,MUARA ANGKE,5,32,5,41
202402,11,MUARA ANGKE,5,29,5,35
202402,12,MUARA ANGKE,5,30,5,36
202402,13,MUARA ANGKE,5,40,5,45
202402,14,MUARA ANGKE,5,27,5,37
202402,15,MUARA ANGKE,5,31,5,39
202402,16,MUARA ANGKE,5,34,5,42
202402,17,MUARA ANGKE,5,36,5,48
202402,18,MUARA ANGKE,5,37,5,50
202402,19,MUARA ANGKE,5,34,5,47
202402,20,MUARA ANGKE,5,36,5,42
202402,21,MUARA ANGKE,5,34,5,43
202402,22,MUARA ANGKE,5,40,5,48
202402,23,MUARA ANGKE,5,38,5,45
202402,24,MUARA ANGKE,5,41,5,51
202402,25,MUARA ANGKE,5,39,5,48
202402,26,MUARA ANGKE,5,41,5,49
202402,27,MUARA ANGKE,5,40,5,47
202402,28,MUARA ANGKE,5,41,5,49
202402,29,MUARA ANGKE,5,32,5,40
202402,1,LEBAK BULUS,40,5,40,213
202402,2,LEBAK BULUS,40,3,40,209
202402,3,LEBAK BULUS,39,5,39,199
202402,4,LEBAK BULUS,40,3,40,213
202402,5,LEBAK BULUS,39,0,39,197
202402,6,LEBAK BULUS,40,0,40,215
202402,7,LEBAK BULUS,41,5,41,219
202402,8,LEBAK BULUS,41,0,41,227
202402,9,LEBAK BULUS,40,0,40,199
202402,10,LEBAK BULUS,41,0,41,251
202402,11,LEBAK BULUS,40,0,40,199
202402,12,LEBAK BULUS,40,0,40,234
202402,13,LEBAK BULUS,39,3,39,211
202402,14,LEBAK BULUS,39,6,39,173
202402,15,LEBAK BULUS,40,3,40,201
202402,16,LEBAK BULUS,40,0,40,211
202402,17,LEBAK BULUS,39,2,39,199
202402,18,LEBAK BULUS,40,5,40,217
202402,19,LEBAK BULUS,39,0,39,197
202402,20,LEBAK BULUS,39,0,39,89
202402,21,LEBAK BULUS,40,0,40,200
202402,22,LEBAK BULUS,40,1,40,198
202402,23,LEBAK BULUS,41,5,41,201
202402,24,LEBAK BULUS,40,3,40,199
202402,25,LEBAK BULUS,40,5,40,213
202402,26,LEBAK BULUS,41,0,41,197
202402,27,LEBAK BULUS,39,0,39,199
202402,28,LEBAK BULUS,39,0,39,201
202402,29,LEBAK BULUS,40,3,40,199
202402,1,PINANGRANTI,99,151,99,161
202402,2,PINANGRANTI,99,157,99,166
202402,3,PINANGRANTI,99,158,99,167
202402,12,SENEN,201,464,201,528
202402,13,SENEN,254,479,254,547
202402,14,SENEN,252,471,252,532
202402,15,SENEN,252,475,252,541
202402,16,SENEN,248,458,248,525
202402,17,SENEN,251,473,251,536
202402,18,SENEN,200,476,200,525
202402,19,SENEN,201,459,201,531
202402,20,SENEN,231,490,231,554
202402,21,SENEN,231,490,231,553
202402,22,SENEN,233,488,233,557
202402,23,SENEN,229,466,229,538
202402,24,SENEN,252,473,252,524
202402,25,SENEN,205,456,205,505
202402,26,SENEN,203,458,203,525
202402,27,SENEN,252,475,252,543
202402,28,SENEN,252,479,252,544
202402,29,SENEN,231,485,231,517
202402,1,MANGGARAI,33,0,33,9897
202402,2,MANGGARAI,32,0,32,10086
202402,3,MANGGARAI,33,0,33,9356
202402,4,MANGGARAI,24,0,24,5120
202402,5,MANGGARAI,24,0,24,3862
202402,6,MANGGARAI,33,0,33,9722
202402,7,MANGGARAI,33,0,33,9697
202402,8,MANGGARAI,33,0,33,10017
202402,9,MANGGARAI,33,0,33,9735
202402,10,MANGGARAI,34,0,34,9343
202402,11,MANGGARAI,24,0,24,4749
202402,12,MANGGARAI,24,0,24,3534
202402,13,MANGGARAI,33,0,33,10072
202402,14,MANGGARAI,33,0,33,10031
202402,15,MANGGARAI,33,0,33,9958
202402,16,MANGGARAI,33,0,33,10240
202402,17,MANGGARAI,33,0,33,9654
202402,18,MANGGARAI,24,0,24,4335
202402,19,MANGGARAI,24,0,24,4060
202402,20,MANGGARAI,33,0,33,10341
202402,21,MANGGARAI,33,0,33,10199
202402,22,MANGGARAI,34,0,34,10244
202402,23,MANGGARAI,32,0,32,9673
202402,24,MANGGARAI,33,0,33,9254
202402,25,MANGGARAI,24,0,24,4993
202402,26,MANGGARAI,24,0,24,3451
202402,27,MANGGARAI,34,0,34,9753
202402,28,MANGGARAI,32,0,32,9079
202402,29,MANGGARAI,32,0,32,8985
202402,1,PULOGADUNG,233,692,233,777
202402,2,PULOGADUNG,235,666,235,764
202402,3,PULOGADUNG,234,707,234,755
202402,4,PULOGADUNG,223,555,223,642
202402,5,PULOGADUNG,217,481,217,519
202402,6,PULOGADUNG,229,657,229,828
202402,7,PULOGADUNG,238,746,238,868
202402,8,PULOGADUNG,232,647,232,722
202402,9,PULOGADUNG,232,700,232,880
202402,10,PULOGADUNG,233,642,233,686
202402,11,PULOGADUNG,210,562,210,622
202402,11,SENEN,201,452,201,514
202402,12,PULOGADUNG,209,589,209,664
202402,13,PULOGADUNG,231,594,231,688
202402,14,PULOGADUNG,234,621,234,713
202402,15,PULOGADUNG,232,662,232,711
202402,16,PULOGADUNG,227,570,227,637
202402,17,PULOGADUNG,230,598,230,639
202402,18,PULOGADUNG,204,672,204,766
202402,19,PULOGADUNG,204,578,204,668
202402,20,PULOGADUNG,230,614,230,649
202402,21,PULOGADUNG,236,644,236,775
202402,22,PULOGADUNG,233,684,233,761
202402,23,PULOGADUNG,230,562,230,605
202402,24,PULOGADUNG,235,649,235,726
202402,25,PULOGADUNG,211,657,211,698
202402,26,PULOGADUNG,207,570,207,662
202402,27,PULOGADUNG,228,672,228,712
202402,28,PULOGADUNG,233,721,233,743
202402,29,PULOGADUNG,228,659,228,621
202402,1,KAMPUNG RAMBUTAN,370,2534,85,301
202402,2,KAMPUNG RAMBUTAN,368,2226,81,396
202402,3,KAMPUNG RAMBUTAN,370,2474,84,413
202402,4,KAMPUNG RAMBUTAN,378,2858,83,515
202402,5,KAMPUNG RAMBUTAN,380,3005,51,452
202402,6,KAMPUNG RAMBUTAN,368,2527,69,343
202402,7,KAMPUNG RAMBUTAN,382,2681,93,1009
202402,8,KAMPUNG RAMBUTAN,372,2991,77,829
202402,9,KAMPUNG RAMBUTAN,375,2754,75,724
202402,10,KAMPUNG RAMBUTAN,344,2509,75,639
202402,11,KAMPUNG RAMBUTAN,392,3317,72,717
202402,12,KAMPUNG RAMBUTAN,375,3021,79,853
202402,13,KAMPUNG RAMBUTAN,358,2477,79,858
202402,14,KAMPUNG RAMBUTAN,331,2301,58,318
202402,15,KAMPUNG RAMBUTAN,328,2310,87,491
202402,16,KAMPUNG RAMBUTAN,372,2978,69,399
202402,17,KAMPUNG RAMBUTAN,366,2775,72,570
202402,18,KAMPUNG RAMBUTAN,376,3126,93,412
202402,19,KAMPUNG RAMBUTAN,377,3080,77,334
202402,20,KAMPUNG RAMBUTAN,378,2697,88,342
202402,21,KAMPUNG RAMBUTAN,374,2878,73,403
202402,22,KAMPUNG RAMBUTAN,374,2622,68,325
202402,23,KAMPUNG RAMBUTAN,376,2653,70,422
202402,24,KAMPUNG RAMBUTAN,374,2736,73,382
202402,25,KAMPUNG RAMBUTAN,372,3047,96,471
202402,26,KAMPUNG RAMBUTAN,378,3061,80,315
202402,27,KAMPUNG RAMBUTAN,372,2959,67,348
202402,28,KAMPUNG RAMBUTAN,369,2656,79,420
202402,29,KAMPUNG RAMBUTAN,373,2769,74,394
202402,1,KALIDERES,80,219,70,262
202402,2,KALIDERES,85,244,75,285
202402,3,KALIDERES,92,258,81,313
202402,4,KALIDERES,88,237,77,296
202402,5,KALIDERES,83,286,73,264
202402,6,KALIDERES,80,251,70,237
202402,7,KALIDERES,98,233,87,649
202402,8,KALIDERES,91,215,80,428
202402,9,KALIDERES,88,242,77,331
202402,10,KALIDERES,85,269,75,282
202402,11,KALIDERES,96,474,72,256
202402,12,KALIDERES,89,328,69,234
202402,13,KALIDERES,92,386,74,219
202402,14,KALIDERES,84,271,76,243
202402,15,KALIDERES,89,243,79,265
202402,16,KALIDERES,94,227,86,288
202402,17,KALIDERES,98,245,87,317
202402,18,KALIDERES,91,259,81,272
202402,19,KALIDERES,86,292,76,251
202401,3,RAWAMANGUN,32,31,32,30
202401,4,LEBAK BULUS,107,200,107,234
202401,5,LEBAK BULUS,104,152,104,213
202401,6,LEBAK BULUS,102,140,102,217
202401,7,LEBAK BULUS,105,188,105,206
202401,8,LEBAK BULUS,114,163,114,222
202401,9,LEBAK BULUS,101,130,101,214
202401,10,LEBAK BULUS,110,186,110,208
202401,11,LEBAK BULUS,106,198,106,234
202401,12,LEBAK BULUS,103,173,103,210
202401,13,LEBAK BULUS,107,143,107,203
202401,14,LEBAK BULUS,105,151,105,211
202401,15,LEBAK BULUS,104,177,104,216
202401,16,LEBAK BULUS,103,158,103,173
202401,17,LEBAK BULUS,110,110,110,200
202401,18,LEBAK BULUS,108,200,108,234
202401,19,LEBAK BULUS,111,167,111,213
202401,20,LEBAK BULUS,103,154,103,215
202401,21,LEBAK BULUS,102,157,102,177
202401,22,LEBAK BULUS,107,151,107,215
202401,23,LEBAK BULUS,108,150,108,208
202401,24,LEBAK BULUS,107,140,107,217
202401,25,LEBAK BULUS,105,210,105,161
202401,26,LEBAK BULUS,105,200,105,175
202401,27,LEBAK BULUS,108,213,108,183
202401,28,LEBAK BULUS,104,200,104,180
202401,29,LEBAK BULUS,107,173,107,202
202401,30,LEBAK BULUS,106,166,106,150
202401,31,LEBAK BULUS,104,189,104,180
202401,1,PINANGRANTI,89,120,89,128
202401,2,PINANGRANTI,99,152,99,157
202401,3,PINANGRANTI,99,159,99,167
202401,4,PINANGRANTI,99,161,99,168
202401,5,PINANGRANTI,99,154,99,163
202401,6,PINANGRANTI,99,162,99,94
202401,7,PINANGRANTI,89,115,89,120
202401,8,PINANGRANTI,89,111,89,114
202401,9,PINANGRANTI,99,147,99,150
202401,10,PINANGRANTI,99,150,99,158
202401,11,PINANGRANTI,99,155,99,164
202401,12,PINANGRANTI,99,158,99,167
202401,13,PINANGRANTI,99,147,99,155
202401,14,PINANGRANTI,89,118,89,122
202401,15,PINANGRANTI,89,109,89,111
202401,16,PINANGRANTI,99,159,99,165
202401,17,PINANGRANTI,99,158,99,172
202401,18,PINANGRANTI,99,161,99,170
202401,19,PINANGRANTI,99,158,99,165
202401,20,PINANGRANTI,99,151,99,164
202401,21,PINANGRANTI,89,128,89,131
202401,22,PINANGRANTI,89,122,89,122
202401,23,PINANGRANTI,99,149,99,152
202401,24,PINANGRANTI,99,152,99,160
202401,25,PINANGRANTI,99,152,99,159
202401,26,PINANGRANTI,99,161,99,169
202401,27,PINANGRANTI,99,164,99,172
202401,28,PINANGRANTI,89,120,89,125
202401,29,PINANGRANTI,89,112,89,118
202401,30,PINANGRANTI,99,147,99,152
202401,31,PINANGRANTI,99,151,99,165
202401,1,RAWAMANGUN,34,32,34,30
202401,2,RAWAMANGUN,33,30,33,29
202401,4,RAWAMANGUN,31,30,31,26
202401,5,RAWAMANGUN,34,35,34,34
202401,6,RAWAMANGUN,34,32,34,32
202401,7,RAWAMANGUN,31,28,31,26
202401,8,RAWAMANGUN,30,28,30,27
202401,9,RAWAMANGUN,34,32,34,31
202401,10,RAWAMANGUN,34,32,34,32
202401,11,RAWAMANGUN,32,28,32,26
202401,12,RAWAMANGUN,34,33,34,32
202401,13,RAWAMANGUN,31,27,31,26
202401,14,RAWAMANGUN,34,32,34,28
202401,15,RAWAMANGUN,31,28,31,23
202401,16,RAWAMANGUN,27,24,28,23
202401,17,RAWAMANGUN,34,39,34,38
202401,18,RAWAMANGUN,34,34,34,32
202401,19,RAWAMANGUN,32,32,32,33
202401,20,RAWAMANGUN,34,32,34,24
202401,21,RAWAMANGUN,34,32,34,31
202401,22,RAWAMANGUN,30,30,30,28
202401,23,RAWAMANGUN,29,28,29,24
202401,24,RAWAMANGUN,29,28,29,22
202401,25,RAWAMANGUN,31,28,31,27
202401,26,RAWAMANGUN,32,30,33,26
202401,27,RAWAMANGUN,33,32,33,27
202401,28,RAWAMANGUN,32,30,32,26
202401,29,RAWAMANGUN,30,26,30,25
202401,30,RAWAMANGUN,30,22,30,24
202401,31,RAWAMANGUN,34,35,34,30
202401,1,RAGUNAN,60,381,60,397
202401,2,RAGUNAN,58,121,58,137
202401,3,RAGUNAN,60,153,60,150
202401,4,RAGUNAN,60,103,60,102
202401,5,RAGUNAN,60,127,60,140
202401,6,RAGUNAN,59,116,59,123
202401,7,RAGUNAN,60,119,60,125
202401,8,RAGUNAN,60,125,60,127
202401,9,RAGUNAN,58,62,58,81
202401,10,RAGUNAN,60,79,60,76
202401,11,RAGUNAN,60,84,60,81
202401,12,RAGUNAN,60,104,70,112
202401,13,RAGUNAN,60,110,60,90
202401,14,RAGUNAN,58,152,64,66
202401,15,RAGUNAN,60,105,60,135
202401,16,RAGUNAN,60,93,60,74
202401,17,RAGUNAN,60,72,60,46
202401,18,RAGUNAN,60,76,60,77
202401,19,RAGUNAN,60,102,60,119
202401,20,RAGUNAN,60,97,60,112
202401,21,RAGUNAN,60,126,60,116
202401,22,RAGUNAN,60,120,60,113
202401,23,RAGUNAN,60,137,60,126
202401,24,RAGUNAN,58,86,58,83
202401,25,RAGUNAN,60,95,60,95
202401,26,RAGUNAN,58,88,58,100
202401,27,RAGUNAN,59,91,58,91
202401,28,RAGUNAN,60,76,60,98
202401,29,RAGUNAN,60,91,60,94
202401,30,RAGUNAN,58,83,58,79
202401,31,RAGUNAN,60,79,60,87
202401,1,BLOK M,222,2867,222,3769
202401,2,BLOK M,264,2954,264,3844
202401,3,BLOK M,267,2850,267,3708
202401,4,BLOK M,266,2898,266,3720
202401,5,BLOK M,268,2738,268,3513
202401,6,BLOK M,270,2650,270,3412
202401,7,BLOK M,224,2792,224,3618
202401,8,BLOK M,224,2952,224,3773
202401,9,BLOK M,271,2872,271,3648
202401,10,BLOK M,271,2857,271,3737
202401,11,BLOK M,273,2799,273,3643
202401,12,BLOK M,276,2778,276,3554
202401,13,BLOK M,275,2607,275,3462
202401,14,BLOK M,216,2731,216,3521
202401,15,BLOK M,219,2748,219,3516
202401,16,BLOK M,272,2810,272,3775
202401,17,BLOK M,283,2975,283,3892
202401,18,BLOK M,283,3039,283,3965
202401,19,BLOK M,283,2864,283,3770
202401,20,BLOK M,283,2787,283,3647
202401,21,BLOK M,216,2704,216,3525
202401,22,BLOK M,216,2595,216,3486
202401,23,BLOK M,271,2888,271,3852
202401,24,BLOK M,285,2797,285,3653
202401,25,BLOK M,283,2824,283,3659
202401,26,BLOK M,286,2884,286,3750
202401,27,BLOK M,285,2987,285,3889
202401,28,BLOK M,212,2729,212,3526
202401,29,BLOK M,218,2788,218,3612
202401,30,BLOK M,282,2932,282,3751
202401,31,BLOK M,283,2978,283,3850
202401,1,CILILITAN,162,6168,162,8688
202401,2,CILILITAN,197,12020,197,14586
202401,3,CILILITAN,198,12292,198,15086
202401,4,CILILITAN,199,12269,199,14846
202401,5,CILILITAN,199,12150,199,14772
202401,6,CILILITAN,198,12412,198,14358
202401,7,CILILITAN,188,9581,188,11597
202401,8,CILILITAN,167,8868,167,11061
202401,9,CILILITAN,199,13414,199,15208
202401,10,CILILITAN,199,13431,199,15260
202401,11,CILILITAN,198,12460,198,14507
202401,12,CILILITAN,198,12894,198,14930
202401,13,CILILITAN,198,12624,198,15428
202401,14,CILILITAN,167,9303,167,11535
202401,15,CILILITAN,166,10903,166,12641
202401,16,CILILITAN,196,12837,196,15276
202401,17,CILILITAN,197,12524,197,15063
202401,18,CILILITAN,202,13353,202,15507
202401,19,CILILITAN,203,13305,203,15057
202401,20,CILILITAN,203,13370,203,14995
202401,21,CILILITAN,168,9075,168,11325
202401,22,CILILITAN,168,8845,168,10674
202401,23,CILILITAN,168,9052,168,11182
202401,24,CILILITAN,202,12520,202,15275
202401,25,CILILITAN,203,12188,203,14955
202401,26,CILILITAN,202,12374,202,14690
202401,27,CILILITAN,203,12761,203,14736
202401,28,CILILITAN,168,8841,168,10690
202401,29,CILILITAN,168,8607,168,10851
202401,30,CILILITAN,203,14444,203,15794
202401,31,CILILITAN,203,12766,203,15147
202401,1,KLENDER,113,321,113,323
202401,2,KLENDER,112,310,112,331
202401,3,KLENDER,113,344,113,318
202401,4,KLENDER,109,329,109,307
202401,5,KLENDER,111,313,111,308
202401,6,KLENDER,113,323,113,315
202401,7,KLENDER,111,319,111,329
202401,8,KLENDER,110,310,110,301
202401,9,KLENDER,108,304,108,295
202401,10,KLENDER,111,306,111,293
202401,11,KLENDER,109,303,109,168
202401,12,KLENDER,110,307,108,300
202401,13,KLENDER,108,295,103,288
202401,14,KLENDER,107,286,100,280
202401,15,KLENDER,103,290,104,286
202401,16,KLENDER,100,286,98,276
202401,17,KLENDER,98,273,96,268
202401,18,KLENDER,101,282,106,278
202401,19,KLENDER,97,264,98,270
202401,20,KLENDER,99,271,105,275
202401,21,KLENDER,102,279,108,289
202401,22,KLENDER,105,294,113,300
202401,23,KLENDER,108,310,115,316
202401,24,KLENDER,141,322,150,320
202401,25,KLENDER,136,317,139,320
202401,26,KLENDER,139,316,142,326
202401,27,KLENDER,137,313,138,319
202401,28,KLENDER,133,300,136,313
202401,29,KLENDER,126,284,128,292
202401,30,KLENDER,135,283,138,293
202401,31,KLENDER,137,288,140,281
202401,1,PASAR MINGGU,81,0,81,166
202401,2,PASAR MINGGU,78,0,78,155
202401,3,PASAR MINGGU,82,0,82,169
202401,4,PASAR MINGGU,86,0,86,169
202401,5,PASAR MINGGU,84,0,84,178
202401,6,PASAR MINGGU,82,0,82,172
202401,7,PASAR MINGGU,88,0,88,190
202401,8,PASAR MINGGU,86,0,86,171
202401,9,PASAR MINGGU,83,0,83,184
202401,10,PASAR MINGGU,81,0,81,180
202401,11,PASAR MINGGU,82,0,82,186
202401,12,PASAR MINGGU,81,0,81,174
202401,13,PASAR MINGGU,81,0,81,179
202401,14,PASAR MINGGU,87,0,87,181
202401,15,PASAR MINGGU,88,0,88,176
202401,16,PASAR MINGGU,85,0,85,176
202401,17,PASAR MINGGU,84,0,84,188
202401,18,PASAR MINGGU,86,0,86,188
202401,19,PASAR MINGGU,88,0,88,199
202401,20,PASAR MINGGU,89,0,89,202
202401,21,PASAR MINGGU,90,0,90,207
202401,22,PASAR MINGGU,90,0,90,205
202401,23,PASAR MINGGU,86,0,86,206
202401,24,PASAR MINGGU,84,0,84,197
202401,25,PASAR MINGGU,83,0,83,187
202401,26,PASAR MINGGU,81,0,81,179
202401,27,PASAR MINGGU,85,0,85,206
202401,28,PASAR MINGGU,88,0,88,187
202401,29,PASAR MINGGU,88,0,88,205
202401,30,PASAR MINGGU,84,0,84,180
202401,31,PASAR MINGGU,81,0,81,180
202401,1,KAMPUNG MELAYU,157,1958,157,2272
202401,2,KAMPUNG MELAYU,297,5191,297,6294
202401,3,KAMPUNG MELAYU,320,6732,320,6391
202401,4,KAMPUNG MELAYU,280,5878,280,6091
202401,5,KAMPUNG MELAYU,298,6770,298,6337
202401,6,KAMPUNG MELAYU,146,1482,146,1866
202401,7,KAMPUNG MELAYU,163,1698,170,1950
202401,8,KAMPUNG MELAYU,199,2573,199,2211
202401,9,KAMPUNG MELAYU,214,3911,214,3116
202401,10,KAMPUNG MELAYU,337,4854,337,4332
202401,11,KAMPUNG MELAYU,418,8293,418,7552
202401,12,KAMPUNG MELAYU,518,6531,518,6117
202401,13,KAMPUNG MELAYU,498,7789,498,7187
202401,14,KAMPUNG MELAYU,413,3074,413,2434
202401,15,KAMPUNG MELAYU,292,3389,292,3301
202401,16,KAMPUNG MELAYU,399,4923,399,5649
202401,17,KAMPUNG MELAYU,469,6731,469,9305
202401,18,KAMPUNG MELAYU,452,8081,451,7513
202401,19,KAMPUNG MELAYU,381,5657,381,5410
202401,20,KAMPUNG MELAYU,495,7087,495,7792
202401,21,KAMPUNG MELAYU,162,1500,162,1466
202401,22,KAMPUNG MELAYU,172,1274,172,1864
202401,23,KAMPUNG MELAYU,143,777,143,1185
202401,24,KAMPUNG MELAYU,504,6363,504,7989
202401,25,KAMPUNG MELAYU,352,6069,352,6111
202401,26,KAMPUNG MELAYU,479,7960,479,6048
202401,27,KAMPUNG MELAYU,501,6229,501,6762
202401,28,KAMPUNG MELAYU,234,3169,237,3166
202401,29,KAMPUNG MELAYU,277,3355,277,3769
202401,30,KAMPUNG MELAYU,421,5606,421,6297
202401,31,KAMPUNG MELAYU,402,5737,411,5006
202401,1,SENEN,181,378,181,417
202401,2,SENEN,232,407,232,450
202401,3,SENEN,231,405,231,464
202401,4,SENEN,230,407,230,465
202401,5,SENEN,228,410,228,489
202401,6,SENEN,231,417,231,479
202401,7,SENEN,182,394,182,459
202401,8,SENEN,180,390,180,463
202401,9,SENEN,233,426,233,498
202401,10,SENEN,234,428,234,487
202401,11,SENEN,229,414,229,471
202401,12,SENEN,232,427,232,487
202401,13,SENEN,232,430,232,485
202401,14,SENEN,180,401,180,453
202401,15,SENEN,182,411,182,480
202401,16,SENEN,232,441,232,499
202401,17,SENEN,233,449,233,499
202401,18,SENEN,233,442,233,483
202401,19,SENEN,234,447,234,506
202401,20,SENEN,234,447,234,501
202401,21,SENEN,183,397,183,458
202401,22,SENEN,182,391,182,457
202401,23,SENEN,181,399,181,481
202401,24,SENEN,231,448,231,495
202401,25,SENEN,232,449,232,510
202401,26,SENEN,235,464,235,526
